person,frame_idx,0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,0_vx,0_vy,0_vz,1_vx,1_vy,1_vz,2_vx,2_vy,2_vz,3_vx,3_vy,3_vz,4_vx,4_vy,4_vz,5_vx,5_vy,5_vz,6_vx,6_vy,6_vz,7_vx,7_vy,7_vz,8_vx,8_vy,8_vz,9_vx,9_vy,9_vz,10_vx,10_vy,10_vz,11_vx,11_vy,11_vz,12_vx,12_vy,12_vz,13_vx,13_vy,13_vz,14_vx,14_vy,14_vz,15_vx,15_vy,15_vz,16_vx,16_vy,16_vz,17_vx,17_vy,17_vz,0_uvx,0_uvy,0_uvz,1_uvx,1_uvy,1_uvz,2_uvx,2_uvy,2_uvz,3_uvx,3_uvy,3_uvz,4_uvx,4_uvy,4_uvz,5_uvx,5_uvy,5_uvz,6_uvx,6_uvy,6_uvz,7_uvx,7_uvy,7_uvz,8_uvx,8_uvy,8_uvz,9_uvx,9_uvy,9_uvz,10_uvx,10_uvy,10_uvz,11_uvx,11_uvy,11_uvz,12_uvx,12_uvy,12_uvz,13_uvx,13_uvy,13_uvz,14_uvx,14_uvy,14_uvz,15_uvx,15_uvy,15_uvz,16_uvx,16_uvy,16_uvz,17_uvx,17_uvy,17_uvz,0_s,1_s,2_s,3_s,4_s,5_s,6_s,7_s,8_s,9_s,10_s,11_s,12_s,13_s,14_s,15_s,16_s,17_s,label
p2,4182,-1.0,-1.0,-1.0,629.6662,197.0186,2233.0,695.6271,170.9774,2224.0,488.8978,127.2296,2155.0,365.8816,175.3594,2281.0,364.9845,129.1189,2187.0,325.208,23.6935,2281.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,567.8852,287.9193,2558.0,-1.0,-1.0,-1.0,-35.32371666666668,-37.505766666666666,-29.166666666666668,1.6014200000000016,0.5134000000000007,1.125,-2.579209999999999,0.8563666666666672,-1.45,-6.200823333333339,-0.0654883333333323,1.9,-4.8359216666666685,0.1070066666666672,-1.65,2.734069999999997,-1.1136250000000023,1.8,11.074275,3.33695,-12.0,,,,-1.853562500000004,-2.4031,-0.95,3.296808750000005,10.55147875,-1.0583333333333331,0.3619166666666681,0.9808916666666696,8.25,-0.2406250000000014,-2.310866666666667,-0.6666666666666666,0.3516125000000016,0.0531874999999999,-0.5,-10.33825,18.34159,-70.9,-34.02651666666666,-32.239383333333336,-20.0,,,,-24.76341666666667,-14.737216666666674,18.5,,,,-0.5966416788752281,-0.6334979923734685,-0.4926449028965189,0.7914884044266415,0.2537436442860948,0.5560218150016678,-0.8373269312637995,0.2780149243514913,-0.4707348569261556,-0.9560739791933144,-0.0100973190292585,0.2929515102780376,-0.9462195833055966,0.0209374366508393,-0.3228468987030532,0.7907321552692504,-0.3220762805676965,0.520585749261962,0.664460058631274,0.200218072302668,-0.7200038561057304,,,,-0.5828615884361841,-0.7556662821841674,-0.2987320411447543,0.2968740274356023,0.9501491379849286,-0.0953017608425153,0.0435205930752416,0.1179525316395916,0.9920650965804532,-0.0995504570453138,-0.9560429416621142,-0.2758107900822531,0.5730661152564158,0.0866862071320002,-0.8149114654007084,-0.1397813609762311,0.2479928820320684,-0.9586243796788424,-0.6676768634101908,-0.632609283904919,-0.3924450274772122,,,,-0.7231428095910575,-0.4303571033568534,0.5402381326257979,,,,59.2042391796891,2.0233018994702707,3.080290260978302,6.48571497469739,5.11078162249643,3.4576436203757304,16.666577395438,,3.180107474820036,11.105076370301225,8.3159865401134,2.417115964570289,0.6135635747927847,73.96014694949301,50.962551684355006,,34.24415804319362,,3
p2,6878,537.4473,247.4367,2369.0,585.4307,154.5074,2301.0,714.3236,189.4058,2272.0,739.5581,33.1437,2173.0,513.8836,40.4507,2187.0,447.7393,122.0265,2322.0,399.7822,-67.6399,2243.0,-1.0,-1.0,-1.0,638.5525,-146.884,2031.0,577.5488,-318.7868,1916.0,-1.0,-1.0,-1.0,483.0293,-131.6928,2160.0,294.1272,-212.7652,2063.0,274.7625,-558.5749,2019.0,566.7303,288.9637,2363.0,508.4043,277.3407,2395.0,651.4065,315.6244,2451.0,493.8246,260.9105,2498.0,0.5460708333333315,0.9491041666666676,1.2166666666666668,-0.2123349999999987,0.5619400000000017,1.5625,-0.8502291666666669,-1.1694050000000007,-1.5625,-0.3138700000000028,-3.5287,2.4833333333333334,,,,-0.3064729166666685,0.7748012499999998,3.166666666666667,0.3707487500000013,1.393408333333333,0.8125,,,,0.1876958333333268,-0.2136633333333336,0.1666666666666666,-2.5688950000000004,-7.22985625,0.6583333333333333,-1.1446666666666658,-1.2264499999999998,-4.333333333333333,-0.7971520833333336,0.0190562500000002,-0.3125,0.1409500000000036,0.1267341666666669,0.1333333333333333,0.1154500000000003,0.7612083333333313,-1.8,0.0601050000000043,0.7209250000000011,-0.55,0.1931000000000011,0.2669083333333309,0.9166666666666666,-0.0664458333333328,-0.0317875,-0.25,-0.1735208333333346,0.4432687500000026,-2.166666666666667,0.3336112975754289,0.5798366315284144,0.7432987088978504,-0.1268430497192388,0.3356873966102136,0.933394236401497,-0.3993929925229857,-0.5493250299239036,-0.7339804082042568,-0.0725486889880807,-0.8156324555779081,0.5740038157636349,,,,-0.0935952450083631,0.2366202978562344,0.9670836358073456,0.2240103095174618,0.8419120281166407,0.4909210792563348,,,,0.5694042708194281,-0.6481806887074537,0.5056090490549408,-0.3335849040495172,-0.9388359210664712,0.0854881425019702,-0.2463374238658864,-0.2639375656671374,-0.9325528568015512,-0.930785814046667,0.0222508195610022,-0.3648871689242695,0.608208843616479,0.5468665551970883,0.5753424085292306,0.058970897213494,0.3888188686275862,-0.9194249890367164,0.0661395448836748,0.7933059045879695,-0.6052200263874641,0.1982410936195198,0.2740144997211939,0.9410719962949704,-0.2549478379266709,-0.1219663294376742,-0.959231847720597,-0.0782209572149719,0.199819844467191,-0.9767054328679344,1.6368475347383968,1.6739978989906177,2.1288034056426386,4.326335922156813,,3.2744496336681554,1.655052165047779,,0.3296354405090281,7.700873047549014,4.646742854737665,0.856429118273507,0.231746044795749,1.957745343305944,0.9087604011234216,0.974066448544736,0.260625198174718,2.2183419729094305,2
p2,4259,-1.0,-1.0,-1.0,654.302,201.5384,2243.0,739.2458,158.1694,2247.0,649.7882,122.2486,2191.0,490.0322,127.5248,2160.0,595.5954,230.5421,2434.0,392.1683,-24.1925,2262.0,389.3602,49.2833,2267.0,662.4772,-82.7642,2075.0,613.7331,-279.59,1903.0,-1.0,-1.0,-1.0,480.4158,-75.7858,2164.0,296.4084,-221.1585,2079.0,298.7097,-544.6752,2004.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,-2.020425000000003,-2.644375,-5.333333333333333,-0.2293666666666733,-1.2633166666666682,0.5,1.5961,1.5283625,0.125,3.215289999999998,-0.6551199999999995,-1.4,0.0570300000000031,-0.0425600000000002,0.4,-9.784829999999996,18.47611000000001,-73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3213943346285958,-0.4206477071079064,-0.8483874026599231,-0.166462368673688,-0.9168493738625584,0.3628739325832361,0.721114228388169,0.6905105851042622,0.0564747061891617,0.9012649582638542,-0.1836340421728105,-0.3924283475423357,0.1403710262245627,-0.1047552319150815,0.984541653337226,-0.1288581347147429,0.2433151185441556,-0.9613497459001574,,,,,,,,,,,,,,,,,,,,,6.286436253211708,1.3778889897432094,2.2133802523304147,3.5675302379237084,0.4062804136307834,75.93490329789721,,,,,3
p2,11777,468.6907,206.911,1981.0,542.3523,128.0645,2004.0,675.5742,113.9738,1985.0,617.9257,-82.6368,1916.0,461.9055,-1.8457,1913.0,386.8053,152.2441,2023.0,311.1798,17.1524,2401.0,284.5345,-31.7941,2281.0,595.13,-172.5294,1985.0,606.7978,-255.3874,1930.0,337.8767,-351.9732,1295.0,438.9741,-162.091,2100.0,298.625,-233.742,2071.0,278.0354,-565.1235,2019.0,493.3997,238.7717,1927.0,451.7036,249.5994,1963.0,620.914,253.256,2071.0,-1.0,-1.0,-1.0,-2.528683333333331,-1.3962275000000006,5.916666666666667,-1.5278262499999995,-1.0136375000000002,3.0,-3.019963749999998,-0.4767191666666667,1.0875,-1.1041083333333432,-1.0737375000000005,0.8166666666666668,0.0175362500000012,-0.735895,2.3666666666666667,-0.6298662499999992,-1.5375324999999995,8.875,3.1853937500000007,-6.940811666666667,-27.48333333333333,-0.9157600000000002,-5.30047,-10.166666666666666,1.6588000000000007,-0.0863041666666646,3.95,0.3467337499999985,-1.2531541666666637,1.3,3.138938333333335,-0.0187716666666669,10.516666666666666,1.4467525,0.8842900000000011,-2.25,0.3004083333333322,-0.901489166666666,2.083333333333333,-0.2485583333333352,1.062584999999998,-1.325,-3.449312499999999,-1.1729891666666672,4.85,-3.884548749999998,-1.33685625,5.15,-5.790899999999999,-1.9780333333333333,-0.9166666666666666,18.38576249999999,13.639112500000005,121.5,-0.3840579092595745,-0.2120598524267794,0.8986268070151732,-0.4345448626694863,-0.2882991231719847,0.8532610223240104,-0.9306481374443996,-0.1469083211817956,0.3351298006377676,-0.6333629170627233,-0.6159409313635861,0.4684743033378845,0.0070753492126069,-0.2969114895608246,0.9548787874546664,-0.0697588487140239,-0.1702845597146935,0.982922616249026,0.1116716462091159,-0.2433268618186069,-0.9634944115298782,-0.0796178472274612,-0.460832544218727,-0.8839085715462448,0.387114258984827,-0.0201408087331015,0.9218117452315324,0.1885810102320841,-0.6815635303068882,0.7070419689508461,0.2860045590784356,-0.0017103815615473,0.9582267294116577,0.5135121049365802,0.3138709760476439,-0.798617756739529,0.131193865229755,-0.3936969621495783,0.90983012864265,-0.1448023497753082,0.6190289529727875,-0.7719037655236475,-0.5686319924997753,-0.1933716260913785,0.7995405355774261,-0.5896559627581254,-0.20292839912563,0.7817454236362325,-0.935875403990501,-0.3196727183926525,-0.1481437750593677,0.1487066160345187,0.1103150476130161,0.982708976480798,6.584119916623517,3.51592292742536,3.2450113197308585,1.7432475082692154,2.478499562679036,9.029195018463456,28.5246421720902,11.501943736152212,4.285039772182287,1.8386461483447765,10.975133895024548,2.817367849670372,2.2898047213968376,1.7165352100363225,6.065983869725801,6.587822373462313,6.187682640177625,123.63782452184309,3
p2,3805,571.8597,281.9943,2337.0,638.6744,184.0864,2252.0,792.5856,191.4066,2296.0,668.0625,84.975,2147.0,496.1576,129.1189,2187.0,532.8335,179.2802,2332.0,414.7492,-9.7043,2306.0,418.7787,120.6998,2228.0,651.5248,-126.9982,2083.0,554.9793,-385.365,1892.0,333.8865,-372.2458,1264.0,479.9932,-104.5332,2178.0,306.0266,-222.6399,2031.0,194.9662,-374.5976,1308.0,611.048,316.7804,2342.0,556.5419,322.5967,2385.0,734.4483,341.1356,2463.0,-1.0,-1.0,-1.0,-4.983769166666668,-2.4019291666666662,4.520833333333334,1.0592474999999966,1.4383416666666655,10.475,-3.136122916666667,2.1707874999999994,10.5125,-19.51097166666667,0.026075,2.145833333333333,-8.443383333333335,0.2771999999999998,-1.0,3.849396666666666,-2.24896,-2.5625,4.647373333333336,0.6136249999999999,4.658333333333333,2.604111666666668,-6.471608333333334,-0.6875,1.4652145833333328,1.7062183333333336,1.3333333333333333,-2.779750000000005,-6.9522450000000005,-1.925,-0.2968200000000024,-1.1062999999999987,-1.9,1.8646229166666608,1.8968908333333327,-2.25,1.1485166666666633,0.5851270833333342,-4.95,1.4751895833333328,-0.1830541666666718,-1.75,-5.999270833333332,-0.6072708333333345,4.4625,-6.320816666666667,-3.1686841666666687,3.0625,-5.507362500000002,0.6566999999999998,7.270833333333334,,,,-0.6975585463167471,-0.3361885676933194,0.6327632405674809,0.0996824780698339,0.1353578475704958,0.9857695748930384,-0.2804357934190423,0.1941143670330648,0.9400400930238884,-0.994005546564438,0.0013284163940921,0.1093215792517521,-0.992532040964317,0.0325852648036401,-0.1175514603305922,0.7485914128417646,-0.4373548089764582,-0.498328871123619,0.7032223665844424,0.0928513363883064,0.704880790942667,0.371501633136881,-0.9232373156766503,-0.0980785025661107,0.5604103638391695,0.652588670525719,0.5099688652786475,-0.3595649805159206,-0.8992836902480088,-0.2490017402619465,-0.1337895751363506,-0.4986571220717717,-0.8564119424535546,0.5352123843585322,0.544474411797477,-0.6458291668749115,0.2245357652391525,0.1143927304073985,-0.9677282621936776,0.6424690034470435,-0.0797230602519726,-0.7621533996273314,-0.7997326497543149,-0.0809522233871775,0.5948734519034408,-0.8203169077324919,-0.4112324932454787,0.3974518899083329,-0.6022399879579631,0.0718113253107987,0.7950786931332415,,,,7.144589061386189,10.626215554764814,11.183033647834478,19.6286345927968,8.506912598211594,5.142186502738348,6.608682469633963,7.0096910233289815,2.614538688563095,7.730869653701648,2.2185584965017258,3.4838934333504685,5.115072261196442,2.296125679205997,7.501595473411065,7.705335095354073,9.144797097668016,,3
p2,12022,515.0341,259.2543,2337.0,550.0309,153.5626,2233.0,691.2701,186.4569,2281.0,755.7769,82.3282,2169.0,541.0057,61.5899,2182.0,408.5509,120.2399,2155.0,367.9885,-37.8866,2205.0,394.9649,8.5652,2196.0,659.1135,-129.8755,2075.0,537.7117,-441.5261,1896.0,-1.0,-1.0,-1.0,469.0235,-121.184,2160.0,298.0482,-216.5299,2067.0,182.3503,-353.8471,1279.0,535.4632,292.1089,2327.0,495.2046,278.1718,2369.0,614.5347,310.9932,2385.0,474.6489,266.3542,2401.0,-0.8476916666666696,0.4419599999999993,1.1458333333333337,0.9396354166666754,-0.0615874999999999,-0.875,0.7321916666666615,-0.8623675000000006,-0.875,0.5052433333333397,2.1685583333333334,1.45,-6.329787500000002,-6.0674375000000005,0.75,3.2671400000000004,0.6302112499999992,0.5833333333333334,2.923863333333334,-0.0974749999999994,-2.770833333333333,-1.01528333333333,-0.478365,-0.3333333333333333,-0.0167225000000016,-0.8838124999999993,-2.75,0.0,0.693576250000001,-0.25,-1.063187499999998,-0.9938000000000002,-0.125,0.2183312500000021,0.2912333333333332,0.0,-0.0480666666666659,-0.2275041666666671,-0.3333333333333333,4.747562500000003,-8.302864583333333,30.33333333333333,-0.7787512500000062,0.6785791666666654,1.6666666666666667,-0.1089374999999961,1.4307650000000045,2.333333333333333,-0.5023966666666676,-0.4633799999999993,-0.55,-0.2718124999999958,-0.6370250000000013,-1.375,-0.568058457778539,0.2961679651600544,0.7678503184584494,0.7309886281662755,-0.0479119468451886,-0.680705556964321,0.5119586361486818,-0.6029793963223907,-0.611812216696584,0.1901452333045596,0.8161236438406745,0.5456986170853807,-0.7192823877012872,-0.6894703704079052,0.0852258927769637,0.9671493944094336,0.1865571811393179,0.1726802279890575,0.7256339712654821,-0.0241909977606462,-0.687655531795754,-0.867179510956988,-0.4085838042834752,-0.2847085414439289,-0.0057891732827386,-0.3059676311526373,-0.9520243102125768,0.0,0.9407522171003946,-0.3390947343930798,-0.7278639205811739,-0.680360862287764,-0.0855756769832667,0.5998351290175299,0.8001235923588745,0.0,-0.1182675796929857,-0.5597718549598494,-0.8201635207558076,0.1492687347740572,-0.261051453531048,0.9537143087945448,-0.3971618004232402,0.3460742099136696,0.8499971384170855,-0.0397693364141342,0.5223231175175758,0.8518197893255285,-0.5726741798691551,-0.5281996857750547,-0.6269364823174943,-0.176549723404141,-0.4137653255517128,-0.8931004632998768,1.492261314620832,1.2854309535757285,1.430177381233655,2.6571443451471035,8.800142476776301,3.3781130497667395,4.029391458861651,1.1707879531668188,2.8885816895428973,0.7372570885139483,1.4606954166273838,0.3639854243936256,0.4064230079686067,31.80547155902092,1.9607909048617032,2.739233525746884,0.8772818447213975,1.5395804252396978,1
p2,11333,459.9384,177.3678,2087.0,564.929,144.4163,2100.0,670.1291,127.4927,2047.0,685.2892,-70.1824,2004.0,436.5779,-82.2275,1981.0,435.902,162.3648,2205.0,348.1551,16.3308,2286.0,285.1582,-46.6929,2286.0,616.4098,-156.1185,1981.0,586.1097,-274.7353,1934.0,373.2449,-347.3808,1413.0,471.1355,-142.7418,2019.0,309.6428,-241.9341,2055.0,170.7241,-368.3731,1301.0,477.228,205.5459,2031.0,430.3845,206.6338,2075.0,558.3969,244.1579,2051.0,-1.0,-1.0,-1.0,-0.4415591666666657,0.392133333333336,-1.1666666666666663,-0.2623750000000029,-1.0393662500000012,-0.95,0.1225912500000021,-0.3993875000000004,0.25,-0.5606541666666681,-0.4524375,-0.25,-0.7540687499999995,0.4417291666666664,3.825,2.773883333333336,-1.58394375,-0.175,8.613854999999997,-2.18423375,-7.775,-0.8112250000000026,2.720091666666667,5.416666666666667,0.4126583333333329,0.1227924999999987,1.7291666666666663,0.4543416666666644,0.039168749999997,1.1041666666666663,0.4886775000000014,-0.3380512499999994,1.85,-0.625377499999999,0.609774999999998,-0.5,0.1004500000000009,-0.0784875000000002,0.6666666666666666,-0.1427087500000002,0.6969583333333335,-1.0875,0.3220375000000004,0.6993883333333324,1.6666666666666667,-0.620430000000001,1.772602500000002,1.1166666666666667,0.4893733333333235,0.2777824999999982,1.25,,,,-0.3376831318772469,0.2998846408581687,-0.8922103391733963,-0.1831781572202897,-0.7256377107268643,-0.6632463053235761,0.2517964313555693,-0.8203223902849579,0.5134877720790942,-0.7352041435909366,-0.5932960896261186,-0.3278331756464255,-0.1921896479274122,0.1125835980087172,0.9748784886289906,0.8670955069965312,-0.4951291543000134,-0.0547037115443666,0.7295163289045207,-0.1849850254931566,-0.6584728274660591,-0.1326543265867188,0.4447988268307946,0.8857521267359755,0.231575499949147,0.0689086643369342,0.9703733160897444,0.3803194870552312,0.0327873052407553,0.924273803393525,0.2514955197556479,-0.1739764462714082,0.9520935822663152,-0.6213754976996575,0.6058728433782922,-0.4968003307599477,0.147993695899207,-0.1156361892174109,0.9822047180966026,-0.1098158344683984,0.536316525543837,-0.8368423098400277,0.1754086092294656,0.3809454950473581,0.9078063332658745,-0.2839564224536399,0.8112790553847782,0.5110724364390784,0.3569929544388392,0.2026395567795715,0.9118625038455126,,,,1.307613918513253,1.432348715314838,0.4868665009351263,0.7625829699166814,3.923565895510179,3.199051664182453,11.807624656791225,6.115330118110733,1.7819602294206245,1.1946315619569834,1.9430862941806808,1.0064405437636377,0.6787451175520121,1.299527974200379,1.8359275503098715,2.1849479289792475,1.370820694578258,,3
p2,6041,546.0858,257.382,2390.0,590.7736,174.7458,2322.0,707.2618,193.8303,2238.0,648.7967,89.1573,2164.0,453.6149,75.918,2187.0,443.055,134.1848,2337.0,290.0675,30.2868,2522.0,151.6535,11.4203,2928.0,645.6371,-137.8122,2043.0,603.2899,-277.3757,1909.0,-1.0,-1.0,-1.0,472.5249,-114.1781,2160.0,294.1658,-222.0096,2087.0,284.0173,-550.9327,2015.0,565.5311,296.0004,2358.0,509.6779,274.1417,2401.0,654.5958,325.1583,2463.0,477.8119,264.2094,2417.0,0.1802354166666641,-0.2017125000000007,2.175,-0.0407833333333371,0.3829187499999989,-0.3833333333333333,-0.3693066666666624,0.8010849999999985,0.25,-13.519663333333336,7.87942875,-12.1625,,,,2.5510725000000014,1.382825,10.5125,0.1049183333333322,0.5482712500000001,-0.1333333333333334,-1.7925833333333303,0.8632249999999999,3.1666666666666665,0.4565249999999954,0.3051458333333331,-0.0333333333333333,-0.1375562500000029,0.434704166666665,-0.4375,-0.4840145833333338,-0.1768270833333348,0.7916666666666666,0.4530974999999984,1.4325783333333315,-0.6458333333333333,-0.198079166666672,-0.0797875000000001,0.6666666666666666,6.330531250000004,-11.955360416666666,44.91666666666666,-1.1911666666666585,-0.1218354166666652,-0.6125,0.053879999999998,-0.5780583333333368,0.25,-1.531383333333331,-0.0912466666666659,-2.2666666666666666,0.620245000000002,-0.8398312500000007,3.1375,0.0822333108881673,-0.0920323376465303,0.9923546353409072,-0.0750583758056718,0.7047305134581611,-0.7054935200368987,-0.4027968796502819,0.8737306078091808,0.2726710048899874,-0.6821563896705417,0.3975692690152986,-0.6136785276976543,,,,0.2339224588736728,0.1267991498446188,0.9639513768854018,0.1828092426319608,0.9553054150311782,-0.2323194136797989,-0.4793227979139493,0.2308196302706166,0.8467419608911767,0.8298532014204532,0.5546821021669811,-0.0605920231765666,-0.2176872598500209,0.6879335463641318,-0.6923580439593412,-0.512400225668024,-0.1871973294280269,0.838094951313661,0.2770485312058579,0.8759565503833874,-0.3948977348226019,-0.2829569972104112,-0.113976809347736,0.9523363880953438,0.1349516399616452,-0.2548594155603771,0.957514873380844,-0.8856617168483538,-0.0905876291853371,-0.4554088162050823,0.0852392405883755,-0.9144998765612004,0.3955050138658995,-0.5595090278170475,-0.0333380497534119,-0.8281534971988134,0.1875751026663285,-0.2539825922677984,0.9488458344937948,2.191756769825807,0.543354850741009,0.9168558181466914,19.819008560546223,,10.90563304585668,0.57392246690976,3.739824886989658,0.5501274091851825,0.6318984763642203,0.9446025859538104,1.6354445022949566,0.7000327462826705,46.90962814864419,1.344945406524777,0.6321032282278859,2.737012722945704,3.3066488532200644,2
p2,12785,441.8809,172.9485,2035.0,529.5047,124.6583,2055.0,632.749,107.9147,1992.0,554.7611,-90.1961,1945.0,354.7886,-68.4664,1955.0,393.6248,145.6438,2169.0,297.8885,47.9046,2590.0,-1.0,-1.0,-1.0,614.2316,-161.9694,1974.0,572.4989,-285.173,1941.0,-1.0,-1.0,-1.0,438.7603,-133.596,1934.0,299.0659,-254.7679,2051.0,184.4736,-387.7685,1324.0,454.4622,201.2953,1989.0,409.5801,204.6422,2055.0,535.5301,230.069,2015.0,394.4535,245.5864,2063.0,1.1044479166666672,-2.7416725000000013,5.05,2.4946979166666687,-1.6646574999999997,1.0833333333333333,-0.7376916666666655,-1.7506387499999998,0.4,2.0629750000000087,0.9161,2.625,3.325954999999999,1.0598674999999995,8.2125,1.2794237499999987,-1.1005391666666675,-3.3375,-1.5278199999999995,2.2148666666666665,5.241666666666667,1.071520833333332,2.115004166666667,18.1875,2.174434999999992,-0.3838700000000002,0.85,0.7412312500000031,2.310892499999997,0.6666666666666667,-12.352758333333336,9.837008333333335,-44.25,4.9818037499999965,0.1366412499999988,-1.6875,0.4453599999999966,-0.2687812499999999,0.1666666666666666,4.355779166666667,-5.643985416666664,28.0,-2.4136500000000014,-2.1339758333333334,3.5083333333333337,-0.025607500000001,-3.5626325000000003,4.25,-3.679043749999996,-1.2079375000000017,1.3541666666666663,,,,0.1887488171697392,-0.4685485242288566,0.8630389105028864,0.7823401823553067,-0.5220385375754256,0.3397345994837042,-0.3799847138212349,-0.9017533943808258,0.2060398570249461,0.5958839906477944,0.2646126704552611,0.7582231851818145,0.3727149197969131,0.1187714296368576,0.9203134975765306,0.342099029964005,-0.2942679322265683,-0.8923982476524043,-0.2593068531335082,0.3759147710094359,0.8896336535116306,0.0584209202625479,0.1153131940434726,0.991609732840869,0.919028670113588,-0.1622433117552396,0.3592539531402652,0.2945177834009216,0.9182005437274948,0.2648905978180857,-0.26291869686754,0.2093729466961264,-0.941826272517162,0.9468185050270088,0.0259694019560727,-0.3207184199564422,0.815334929834838,-0.4920665116078491,0.3051220472706889,0.1507535369185637,-0.195338361134231,0.9690801283091794,-0.5067299226336937,-0.4480141731100911,0.7365514795323298,-0.0046174876420264,-0.6424059959711435,0.7663505800492639,-0.8968412191603893,-0.2944591621585243,0.330105474902193,,,,5.851416349729832,3.188763616017716,1.9413719448037268,3.4620413141129665,8.923589638121044,3.739922170237159,5.891938369327666,18.341389145080715,2.3660143165511416,2.516762276612006,46.98318711402842,5.2616248141344695,0.5462295009694527,28.89337957962539,4.763188213531823,5.54576469696583,4.102224186880989,,2
p2,4492,-1.0,-1.0,-1.0,555.2387,193.1599,2363.0,670.8448,206.914,2262.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,337.4267,151.1303,2147.0,337.7752,-9.6412,2291.0,378.627,31.2281,2291.0,650.2195,-98.2458,2047.0,606.1558,-280.5966,1889.0,-1.0,-1.0,-1.0,467.9378,-99.9345,2155.0,296.4084,-227.9017,2079.0,179.7363,-358.9824,1290.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-0.1475916666666658,0.1076999999999941,1.0,4.883933333333341,1.1271500000000003,-0.3125,-2.8693412500000024,0.8841250000000009,1.0416666666666667,,,,,,,1.7213166666666666,1.4926625000000016,3.0,-0.3710500000000039,-0.4600374999999999,0.8333333333333334,-6.803762499999998,1.5500249999999998,10.875,0.5865250000000041,0.1729537499999995,-1.4666666666666668,-1.5869783333333336,-4.869058333333332,-0.3125,,,,0.1176166666666655,0.2466062500000003,0.5416666666666666,-0.2832116666666678,0.0,0.0,3.3623791666666665,-9.533710416666665,33.29166666666667,2.089099999999995,1.6761000000000006,5.416666666666667,1.5427083333333336,-0.2649833333333333,-2.3541666666666665,4.155212500000005,0.0,0.0,,,,-0.1451881804313461,0.1059461376486153,0.9837152985015888,0.972499067475466,0.2244404763725214,-0.0622256566263699,-0.9028682929660176,0.2781991962505611,0.3277713325917348,,,,,,,0.4569352838322911,0.3962374711819351,0.7963705214981981,-0.3631890289344107,-0.4502912623592836,0.8156785449723913,-0.5265549800193806,0.1199591230447183,0.8416351111184092,0.3691074111149279,0.1088419264398241,-0.9229914092355664,-0.3093114520707996,-0.9490082326060488,-0.0609080960602013,,,,0.1938718700819879,0.4064901362738283,0.8928490545082427,-0.9999999646907214,0.0,0.0,0.0966403502906231,-0.2740146392084064,0.9568576799192026,0.3457243367434777,0.2773771292976615,0.8964020347009921,0.5456936031149512,-0.0937310746352422,-0.83272622757582,0.9999999975933842,0.0,0.0,,,,1.0165542730565067,5.022044222918046,3.1780285821592327,,,3.767090708471287,1.0216442866040496,12.9212765103542,1.589036087184674,5.130680806079463,,0.6066721524799189,0.2832116666666678,34.79270465792703,6.042675549603649,2.8270595789839663,4.155212500000005,,2
